Date,Open,High,Low,Close,Adj Close,Volume
2019-06-28,81.500000,81.500000,70.650002,72.050003,72.050003,45643892
2019-07-01,69.000000,75.000000,69.000000,73.599998,73.599998,29675785
2019-07-02,76.500000,77.000000,73.349998,75.349998,75.349998,19586285
2019-07-03,75.900002,84.400002,74.750000,83.150002,83.150002,45741583
2019-07-04,84.500000,86.599998,81.550003,83.199997,83.199997,32955058
2019-07-05,84.300003,84.849998,79.199997,80.199997,80.199997,20354924
2019-07-08,81.000000,83.099998,76.800003,77.800003,77.800003,17791964
2019-07-09,77.000000,78.849998,68.699997,71.000000,71.000000,25463821
2019-07-10,71.250000,74.050003,69.050003,70.099998,70.099998,22328168
2019-07-11,69.000000,74.699997,68.900002,71.250000,71.250000,25774772
2019-07-12,72.000000,72.800003,67.599998,68.500000,68.500000,21008406
2019-07-15,61.650002,61.650002,46.150002,48.500000,48.500000,75262386
2019-07-16,46.400002,51.849998,44.500000,50.599998,50.599998,73302325
2019-07-17,51.000000,59.700001,50.150002,56.250000,56.250000,88858329
2019-07-18,54.799999,58.599998,53.549999,56.250000,56.250000,46389916
2019-07-19,56.200001,56.500000,51.349998,53.549999,53.549999,34724014
2019-07-22,54.150002,56.000000,50.700001,52.500000,52.500000,44747551
2019-07-23,52.400002,63.000000,50.500000,60.000000,60.000000,93508202
2019-07-24,59.650002,63.349998,55.599998,56.549999,56.549999,51356424
2019-07-25,55.450001,57.799999,53.450001,55.200001,55.200001,37378917
2019-07-26,55.000000,56.650002,53.450001,55.000000,55.000000,26021137
2019-07-29,55.000000,56.000000,51.700001,52.200001,52.200001,23004731
2019-07-30,53.000000,54.700001,48.549999,49.950001,49.950001,26751782
2019-07-31,49.700001,50.950001,48.650002,49.299999,49.299999,19155433
2019-08-01,49.799999,50.900002,47.400002,48.650002,48.650002,14257476
2019-08-02,47.700001,48.950001,45.750000,46.650002,46.650002,19809564
2019-08-05,42.000000,43.700001,40.799999,41.950001,41.950001,19769923
2019-08-06,41.099998,58.400002,41.099998,55.349998,55.349998,67314072
2019-08-07,56.000000,56.750000,48.700001,49.400002,49.400002,48227981
2019-08-08,50.150002,51.299999,45.349998,47.599998,47.599998,21977050
2019-08-09,45.349998,52.849998,45.349998,48.750000,48.750000,35264165
2019-08-13,48.750000,50.900002,45.000000,46.450001,46.450001,22376401
2019-08-14,47.000000,49.000000,45.349998,46.900002,46.900002,15677539
2019-08-16,45.799999,46.950001,45.000000,45.950001,45.950001,11417576
2019-08-19,47.000000,52.450001,46.500000,49.049999,49.049999,43260481
2019-08-20,46.549999,47.950001,45.150002,46.500000,46.500000,22159219
2019-08-21,47.200001,47.900002,44.750000,45.549999,45.549999,17724049
2019-08-22,45.750000,45.799999,39.000000,39.799999,39.799999,20450162
2019-08-23,39.900002,42.349998,37.200001,40.700001,40.700001,22180120
2019-08-26,43.900002,46.150002,41.700001,45.650002,45.650002,24543881
2019-08-27,45.900002,51.650002,44.700001,48.349998,48.349998,30532890
2019-08-28,48.000000,49.200001,46.000000,48.400002,48.400002,16935967
2019-08-29,48.099998,49.200001,46.500000,47.250000,47.250000,15285533
2019-08-30,47.250000,48.900002,46.500000,47.650002,47.650002,10504873
2019-09-03,47.000000,49.349998,46.250000,47.950001,47.950001,15886512
2019-09-04,48.000000,48.400002,46.450001,47.200001,47.200001,10159015
2019-09-05,47.950001,48.500000,46.750000,47.599998,47.599998,8844529
2019-09-06,47.650002,47.950001,45.650002,46.599998,46.599998,9225491
2019-09-09,45.900002,51.950001,45.349998,48.950001,48.950001,25542392
2019-09-11,48.700001,52.750000,48.700001,50.700001,50.700001,21401494
2019-09-12,51.000000,52.450001,49.349998,51.250000,51.250000,15794444
2019-09-13,50.000000,51.750000,48.650002,50.900002,50.900002,16743439
2019-09-16,51.299999,52.849998,50.849998,51.849998,51.849998,14810099
2019-09-17,52.150002,52.650002,48.799999,50.299999,50.299999,21606677
2019-09-18,48.000000,50.200001,47.500000,48.900002,48.900002,14586121
2019-09-19,49.599998,52.400002,46.500000,47.549999,47.549999,24242045
2019-09-20,48.650002,48.900002,41.250000,43.400002,43.400002,39520410
2019-09-23,44.950001,45.099998,41.000000,41.849998,41.849998,15735644
2019-09-24,41.900002,45.950001,41.799999,44.950001,44.950001,27335950
2019-09-25,45.500000,49.299999,45.299999,47.150002,47.150002,32355139
2019-09-26,46.549999,46.950001,41.650002,42.900002,42.900002,23289658
2019-09-27,43.150002,44.700001,41.799999,42.250000,42.250000,10918470
2019-09-30,43.150002,43.700001,38.500000,38.750000,38.750000,13136570
2019-10-01,38.500000,38.750000,31.000000,31.000000,31.000000,16120123
2019-10-03,31.000000,33.500000,26.299999,31.700001,31.700001,15179975
2019-10-04,32.250000,33.650002,30.150000,31.200001,31.200001,5481935
2019-10-07,31.500000,31.850000,28.600000,28.950001,28.950001,4328474
2019-10-09,28.000000,28.400000,26.100000,26.100000,26.100000,5272846
2019-10-10,24.250000,25.500000,23.500000,23.500000,23.500000,5968941
2019-10-11,22.299999,22.500000,21.150000,21.150000,21.150000,2037937
2019-10-14,20.850000,22.200001,20.100000,22.200001,22.200001,2230947
2019-10-15,22.900000,23.299999,21.100000,21.250000,21.250000,8429469
2019-10-16,20.200001,20.950001,20.200001,20.200001,20.200001,3466109
2019-10-17,19.250000,20.850000,19.200001,20.450001,20.450001,4960924
2019-10-18,20.450001,21.450001,19.500000,21.450001,21.450001,3232344
2019-10-22,20.650000,21.250000,20.400000,20.400000,20.400000,5130313
2019-10-23,19.400000,19.400000,19.400000,19.400000,19.400000,649954
2019-10-24,18.450001,18.549999,18.450001,18.450001,18.450001,602505
2019-10-25,17.549999,17.549999,17.549999,17.549999,17.549999,313231
2019-10-27,null,null,null,null,null,null
2019-10-29,15.900000,15.900000,15.900000,15.900000,15.900000,629000
2019-10-30,15.150000,16.650000,15.150000,16.650000,16.650000,3979950
2019-10-31,17.450001,17.450001,17.450001,17.450001,17.450001,609682
2019-11-01,18.299999,18.299999,18.299999,18.299999,18.299999,365229
2019-11-04,17.400000,19.200001,17.400000,19.200001,19.200001,6134011
2019-11-05,20.150000,20.150000,19.600000,20.150000,20.150000,1094669
2019-11-06,21.150000,21.150000,21.150000,21.150000,21.150000,299073
2019-11-07,22.200001,22.200001,22.200001,22.200001,22.200001,229396
2019-11-08,22.350000,23.299999,21.650000,23.299999,23.299999,2833541
2019-11-11,24.450001,24.450001,22.900000,24.450001,24.450001,5855083
2019-11-13,25.650000,25.650000,25.600000,25.650000,25.650000,939078
2019-11-14,26.900000,26.900000,24.400000,24.400000,24.400000,7711603
2019-11-15,23.200001,23.200001,23.200001,23.200001,23.200001,564631
2019-11-18,22.049999,22.049999,22.049999,22.049999,22.049999,484848
2019-11-19,20.950001,20.950001,20.950001,20.950001,20.950001,243850
2019-11-20,19.950001,21.950001,19.950001,20.150000,20.150000,9077572
2019-11-21,21.150000,21.150000,19.250000,21.150000,21.150000,12284051
2019-11-22,22.200001,22.200001,22.200001,22.200001,22.200001,830980
2019-11-25,23.299999,23.299999,21.100000,22.049999,22.049999,10711425
2019-11-26,21.900000,22.549999,20.950001,21.049999,21.049999,3491565
2019-11-27,20.700001,20.799999,20.000000,20.000000,20.000000,2745923
2019-11-28,20.000000,20.100000,19.000000,19.900000,19.900000,3778342
2019-11-29,20.250000,20.850000,20.000000,20.750000,20.750000,5139163
2019-12-02,20.000000,20.250000,19.750000,19.750000,19.750000,1768819
2019-12-03,18.799999,19.250000,18.799999,18.799999,18.799999,702995
2019-12-04,17.900000,19.000000,17.900000,18.000000,18.000000,3956957
2019-12-05,18.049999,18.799999,17.500000,17.950001,17.950001,2598749
2019-12-06,18.400000,18.400000,17.100000,17.100000,17.100000,1655069
2019-12-09,16.299999,16.700001,16.250000,16.250000,16.250000,1374371
2019-12-10,15.650000,15.950000,15.450000,15.450000,15.450000,2382657
2019-12-11,14.800000,15.450000,14.700000,14.700000,14.700000,1947086
2019-12-12,14.050000,14.200000,14.000000,14.000000,14.000000,971879
2019-12-13,13.300000,14.700000,13.300000,14.700000,14.700000,7441812
2019-12-16,15.150000,15.400000,14.800000,15.400000,15.400000,596495
2019-12-17,16.150000,16.150000,16.150000,16.150000,16.150000,234248
2019-12-18,16.950001,16.950001,16.950001,16.950001,16.950001,291222
2019-12-19,17.350000,17.350000,16.150000,16.150000,16.150000,4973687
2019-12-20,16.350000,16.450001,15.400000,16.000000,16.000000,2437651
2019-12-23,16.350000,16.400000,15.350000,15.450000,15.450000,1562137
2019-12-24,15.450000,15.500000,14.950000,15.050000,15.050000,1345947
2019-12-26,15.700000,15.800000,15.450000,15.800000,15.800000,1426056
2019-12-27,16.549999,16.549999,15.900000,16.549999,16.549999,3854001
2019-12-30,17.299999,17.350000,16.799999,17.350000,17.350000,4351087
2019-12-31,17.950001,18.000000,16.600000,16.799999,16.799999,4465353
2020-01-01,17.200001,17.200001,16.250000,16.400000,16.400000,2194811
2020-01-02,16.549999,16.850000,16.350000,16.450001,16.450001,2188586
2020-01-03,16.500000,16.500000,16.000000,16.100000,16.100000,1527660
2020-01-06,16.850000,16.900000,16.100000,16.900000,16.900000,4477020
2020-01-07,17.600000,17.700001,17.350000,17.700001,17.700001,1362076
2020-01-08,18.049999,18.549999,17.100000,17.549999,17.549999,6531359
2020-01-09,17.900000,17.900000,16.750000,17.150000,17.150000,2109207
2020-01-10,17.200001,17.650000,16.650000,17.049999,17.049999,2223392
2020-01-13,17.100000,17.549999,16.799999,16.950001,16.950001,1527597
2020-01-14,16.600000,17.049999,16.200001,16.299999,16.299999,1584179
2020-01-15,16.049999,17.100000,15.700000,16.799999,16.799999,2782766
2020-01-16,16.950001,17.250000,16.549999,16.650000,16.650000,1395000
2020-01-17,16.900000,17.450001,16.200001,16.950001,16.950001,3040453
2020-01-20,16.900000,16.900000,16.150000,16.150000,16.150000,1701043
2020-01-21,16.100000,16.650000,15.850000,16.000000,16.000000,1612566
2020-01-22,16.000000,16.600000,15.850000,16.350000,16.350000,1211486
2020-01-23,16.000000,16.400000,16.000000,16.100000,16.100000,1503065
2020-01-24,16.000000,16.200001,16.000000,16.049999,16.049999,1351774
2020-01-27,15.950000,16.000000,15.650000,15.750000,15.750000,1663317
2020-01-28,15.300000,15.500000,15.000000,15.050000,15.050000,2654892
2020-01-29,15.050000,15.150000,14.300000,14.300000,14.300000,2197826
2020-01-30,13.700000,13.900000,13.600000,13.600000,13.600000,1531019
2020-01-31,13.000000,13.300000,12.950000,12.950000,12.950000,1205548
2020-02-03,12.350000,12.350000,11.750000,11.750000,11.750000,909318
2020-02-04,11.250000,11.400000,11.200000,11.200000,11.200000,1242120
2020-02-05,10.650000,10.650000,10.650000,10.650000,10.650000,437481
2020-02-06,10.250000,11.150000,10.150000,11.150000,11.150000,6089033
2020-02-07,11.600000,11.700000,11.250000,11.700000,11.700000,5111635
2020-02-10,12.050000,12.050000,11.150000,11.150000,11.150000,2162170
2020-02-11,10.950000,10.950000,10.600000,10.600000,10.600000,1921147
2020-02-12,10.150000,10.350000,10.100000,10.100000,10.100000,1620028
2020-02-13,9.800000,10.000000,9.600000,9.600000,9.600000,864293
2020-02-14,10.050000,10.050000,9.800000,10.050000,10.050000,3924662
2020-02-17,10.250000,10.350000,9.550000,9.800000,9.800000,2915643
2020-02-18,10.250000,10.250000,9.900000,10.250000,10.250000,2038385
2020-02-19,10.750000,10.750000,10.750000,10.750000,10.750000,250392
2020-02-20,11.250000,11.250000,11.250000,11.250000,11.250000,1186255
2020-02-24,11.800000,11.800000,11.800000,11.800000,11.800000,546165
2020-02-25,12.350000,12.350000,12.350000,12.350000,12.350000,256659
2020-02-26,12.950000,12.950000,12.950000,12.950000,12.950000,516970
2020-02-27,13.550000,13.550000,13.100000,13.550000,13.550000,4240016
2020-02-28,14.200000,14.200000,13.750000,14.200000,14.200000,2557867
2020-03-02,14.900000,14.900000,14.900000,14.900000,14.900000,407752
2020-03-03,15.600000,15.600000,15.600000,15.600000,15.600000,512890
2020-03-04,16.350000,16.350000,16.350000,16.350000,16.350000,505607
2020-03-05,17.150000,17.150000,17.150000,17.150000,17.150000,280586
2020-03-06,17.400000,17.400000,16.299999,16.299999,16.299999,2475887
2020-03-09,15.500000,15.500000,15.500000,15.500000,15.500000,297254
2020-03-11,14.750000,14.750000,14.750000,14.750000,14.750000,370283
2020-03-12,14.050000,14.050000,14.050000,14.050000,14.050000,100165
2020-03-13,13.350000,13.350000,13.350000,13.350000,13.350000,262330
2020-03-16,12.700000,12.700000,12.700000,12.700000,12.700000,247842
2020-03-17,12.100000,12.100000,12.100000,12.100000,12.100000,321297
2020-03-18,11.500000,11.500000,11.500000,11.500000,11.500000,300632
2020-03-19,10.950000,11.650000,10.950000,10.950000,10.950000,2856228
2020-03-20,10.500000,10.600000,10.450000,10.450000,10.450000,1427396
2020-03-23,9.950000,9.950000,9.950000,9.950000,9.950000,261422
2020-03-24,9.500000,9.500000,9.500000,9.500000,9.500000,291086
2020-03-25,9.050000,9.050000,9.050000,9.050000,9.050000,299314
2020-03-26,8.600000,9.500000,8.600000,8.950000,8.950000,5364026
2020-03-27,9.150000,9.350000,8.850000,9.100000,9.100000,2554391
2020-03-30,9.250000,9.300000,8.700000,8.750000,8.750000,1288634
2020-03-31,8.600000,9.000000,8.400000,8.650000,8.650000,1793509
2020-04-01,8.650000,8.700000,8.350000,8.650000,8.650000,894697
2020-04-03,9.000000,9.050000,8.650000,9.050000,9.050000,746996
2020-04-07,9.500000,9.500000,9.500000,9.500000,9.500000,387809
2020-04-08,9.950000,9.950000,9.950000,9.950000,9.950000,307146
2020-04-09,9.750000,10.400000,9.500000,10.400000,10.400000,1860373
2020-04-13,10.800000,10.900000,9.900000,10.850000,10.850000,3331388
2020-04-15,11.250000,11.350000,10.950000,11.350000,11.350000,1763151
2020-04-16,11.350000,11.900000,11.300000,11.900000,11.900000,516947
2020-04-17,12.450000,12.450000,12.450000,12.450000,12.450000,801337
2020-04-20,13.050000,13.050000,13.050000,13.050000,13.050000,179111
2020-04-21,13.700000,13.700000,12.400000,13.700000,13.700000,4284915
2020-04-22,14.300000,14.350000,14.050000,14.350000,14.350000,818958
2020-04-23,15.050000,15.050000,14.600000,15.050000,15.050000,1524104
2020-04-24,15.650000,15.800000,14.300000,14.300000,14.300000,5619775
2020-04-27,13.600000,13.600000,13.600000,13.600000,13.600000,314623
2020-04-28,12.950000,12.950000,12.950000,12.950000,12.950000,281457
2020-04-29,12.350000,13.500000,12.350000,12.750000,12.750000,5526610
2020-04-30,12.800000,13.150000,12.800000,13.050000,13.050000,1821337
2020-05-04,13.000000,13.200000,12.400000,12.400000,12.400000,1491003
2020-05-05,12.500000,12.900000,12.150000,12.400000,12.400000,1364093
2020-05-06,11.950000,12.600000,11.800000,11.850000,11.850000,1988232
2020-05-07,11.900000,12.000000,11.350000,11.500000,11.500000,1097886
2020-05-08,11.500000,12.050000,11.100000,11.650000,11.650000,1465913
2020-05-11,12.000000,12.000000,11.600000,11.700000,11.700000,920052
2020-05-12,12.000000,12.000000,11.300000,11.450000,11.450000,884382
2020-05-13,11.950000,12.000000,11.650000,12.000000,12.000000,1347232
2020-05-14,12.150000,12.600000,11.750000,12.600000,12.600000,1554495
2020-05-15,13.200000,13.200000,12.300000,12.750000,12.750000,2111251
2020-05-18,12.600000,13.250000,12.150000,12.150000,12.150000,1086980
2020-05-19,12.000000,12.000000,11.550000,11.550000,11.550000,1238256
2020-05-20,11.550000,11.550000,11.000000,11.350000,11.350000,1417501
2020-05-21,11.500000,11.900000,11.050000,11.900000,11.900000,2387136
2020-05-22,12.050000,12.200000,11.450000,11.500000,11.500000,1062646
2020-05-26,11.700000,11.700000,11.300000,11.350000,11.350000,538130
2020-05-27,11.200000,11.650000,10.900000,11.350000,11.350000,1157321
2020-05-28,11.350000,11.500000,11.350000,11.400000,11.400000,611154
2020-05-29,11.350000,11.950000,10.850000,11.750000,11.750000,1420657
2020-06-01,11.750000,12.150000,11.750000,12.050000,12.050000,1312356
2020-06-02,12.050000,12.200000,11.800000,12.050000,12.050000,1346184
2020-06-03,12.150000,12.650000,11.800000,12.650000,12.650000,3568483
2020-06-04,12.800000,13.250000,12.650000,13.250000,13.250000,1889989
2020-06-05,14.000000,14.550000,13.600000,14.550000,14.550000,1464874
2020-06-08,15.950000,16.000000,15.600000,16.000000,16.000000,2290409
2020-06-09,17.600000,17.600000,15.250000,17.000000,17.000000,9664481
2020-06-10,17.549999,17.549999,16.150000,16.150000,16.150000,1773475
2020-06-11,15.350000,16.049999,15.350000,15.350000,15.350000,2811575
2020-06-12,14.600000,15.200000,14.600000,14.650000,14.650000,2124607
2020-06-15,14.800000,15.350000,14.800000,15.150000,15.150000,3517970
2020-06-16,15.650000,15.700000,14.400000,14.750000,14.750000,2086761
2020-06-17,14.400000,14.600000,14.100000,14.250000,14.250000,941068
2020-06-18,14.500000,14.950000,14.250000,14.950000,14.950000,804746
2020-06-19,15.650000,15.650000,15.150000,15.650000,15.650000,2645011
2020-06-22,15.950000,16.400000,15.700000,16.250000,16.250000,4493059
2020-06-23,16.400000,17.000000,16.299999,16.799999,16.799999,2475180
2020-06-24,16.799999,17.299999,16.000000,16.000000,16.000000,2756315
2020-06-25,15.550000,16.299999,15.200000,15.950000,15.950000,1510304
2020-06-26,16.450001,16.450001,15.950000,16.049999,16.049999,1142965
2020-06-29,16.350000,16.350000,15.550000,15.900000,15.900000,1333986
2020-06-30,15.950000,16.250000,15.600000,15.650000,15.650000,900793
2020-07-01,15.500000,15.800000,15.100000,15.450000,15.450000,1108046
2020-07-02,16.049999,16.200001,15.500000,16.200001,16.200001,1596060
2020-07-03,16.900000,17.000000,16.250000,16.450001,16.450001,2701242
2020-07-06,16.750000,16.750000,16.000000,16.150000,16.150000,1522988
2020-07-07,16.000000,16.299999,15.650000,15.900000,15.900000,1351018
2020-07-08,15.550000,15.800000,15.550000,15.650000,15.650000,1030153
2020-07-09,15.650000,15.950000,15.600000,15.650000,15.650000,701835
2020-07-10,14.900000,15.250000,14.900000,14.950000,14.950000,1639938
2020-07-13,14.400000,14.700000,14.250000,14.300000,14.300000,1566397
2020-07-14,14.250000,14.250000,13.650000,13.750000,13.750000,1079644
2020-07-15,13.850000,14.400000,13.850000,14.350000,14.350000,1088925
2020-07-16,14.500000,15.000000,13.800000,13.950000,13.950000,928901
2020-07-17,14.300000,14.450000,13.950000,14.300000,14.300000,631388
2020-07-20,14.450000,15.000000,14.450000,15.000000,15.000000,982124
2020-07-21,15.500000,15.750000,15.000000,15.750000,15.750000,1692003
2020-07-22,16.400000,16.450001,15.000000,15.000000,15.000000,1745413
2020-07-23,15.000000,15.050000,14.250000,14.450000,14.450000,1524023
2020-07-24,14.500000,14.750000,14.000000,14.500000,14.500000,1426553
2020-07-27,14.600000,14.700000,14.000000,14.050000,14.050000,1190912
2020-07-28,14.100000,14.250000,13.600000,13.650000,13.650000,1098366
2020-07-29,13.700000,14.000000,13.450000,13.850000,13.850000,1006536
2020-07-30,13.350000,14.000000,13.350000,13.550000,13.550000,582461
2020-07-31,13.750000,13.750000,13.300000,13.600000,13.600000,679164
2020-08-03,13.900000,13.900000,13.200000,13.500000,13.500000,765935
2020-08-04,13.600000,13.750000,13.350000,13.500000,13.500000,965850
2020-08-05,13.500000,13.900000,13.500000,13.750000,13.750000,676526
2020-08-06,13.950000,13.950000,13.550000,13.650000,13.650000,543836
2020-08-07,13.700000,13.700000,13.400000,13.550000,13.550000,954392
2020-08-10,13.450000,14.200000,13.300000,14.200000,14.200000,1727109
2020-08-11,14.850000,14.850000,13.800000,14.000000,14.000000,1776091
2020-08-12,14.100000,14.400000,13.800000,14.050000,14.050000,1012256
2020-08-13,14.100000,14.250000,13.800000,13.900000,13.900000,1000834
2020-08-14,14.100000,14.550000,13.800000,14.300000,14.300000,2848712
2020-08-17,14.400000,14.400000,13.950000,14.000000,14.000000,1290503
2020-08-18,14.000000,14.250000,13.900000,14.050000,14.050000,726475
2020-08-19,14.000000,14.200000,13.900000,14.100000,14.100000,1065355
2020-08-20,14.100000,14.800000,13.950000,14.800000,14.800000,2037151
2020-08-21,15.500000,15.500000,14.350000,15.050000,15.050000,3290266
2020-08-24,15.650000,15.650000,14.800000,14.950000,14.950000,2358635
2020-08-25,15.100000,15.350000,14.550000,14.700000,14.700000,1107130
2020-08-26,14.800000,15.400000,14.550000,14.950000,14.950000,2391269
2020-08-27,15.050000,15.150000,14.700000,14.750000,14.750000,1241511
2020-08-28,14.550000,14.900000,14.550000,14.700000,14.700000,1097699
2020-08-31,15.100000,15.100000,14.050000,14.150000,14.150000,1613965
2020-09-01,14.150000,14.350000,13.500000,13.950000,13.950000,765550
2020-09-02,13.950000,14.400000,13.950000,14.100000,14.100000,507586
2020-09-03,13.950000,14.150000,13.400000,13.850000,13.850000,950825
2020-09-04,13.350000,14.400000,13.350000,14.050000,14.050000,941127
2020-09-07,14.400000,14.750000,14.150000,14.750000,14.750000,2101186
2020-09-08,15.000000,15.200000,14.300000,14.350000,14.350000,2152366
2020-09-09,14.250000,14.600000,13.950000,14.400000,14.400000,655260
2020-09-10,14.600000,14.600000,14.250000,14.300000,14.300000,409146
2020-09-11,14.450000,14.500000,14.250000,14.450000,14.450000,614473
2020-09-14,14.100000,14.450000,14.100000,14.200000,14.200000,761456
2020-09-15,14.200000,14.300000,14.000000,14.200000,14.200000,634924
2020-09-16,14.350000,14.350000,14.100000,14.150000,14.150000,393117
2020-09-17,14.050000,14.150000,13.850000,13.900000,13.900000,647851
2020-09-18,13.950000,14.100000,13.450000,13.500000,13.500000,1643225
2020-09-21,13.600000,13.700000,13.000000,13.000000,13.000000,1045271
2020-09-22,12.950000,13.100000,12.400000,12.600000,12.600000,813167
2020-09-23,12.900000,13.200000,12.600000,12.900000,12.900000,627473
2020-09-24,12.700000,12.800000,12.300000,12.350000,12.350000,643091
2020-09-25,12.350000,12.950000,12.350000,12.900000,12.900000,534279
2020-09-28,12.950000,13.450000,12.800000,13.100000,13.100000,319234
2020-09-29,13.100000,13.150000,12.800000,12.850000,12.850000,297904
2020-09-30,13.450000,13.450000,12.750000,12.850000,12.850000,315326
2020-10-01,12.900000,13.100000,12.650000,12.750000,12.750000,353075
2020-10-05,12.900000,13.000000,12.500000,12.550000,12.550000,542050
2020-10-06,12.550000,12.850000,12.500000,12.600000,12.600000,435486
2020-10-07,12.600000,12.650000,12.450000,12.500000,12.500000,340817
2020-10-08,12.500000,12.600000,12.150000,12.300000,12.300000,563980
2020-10-09,12.300000,12.550000,12.300000,12.450000,12.450000,389086
2020-10-12,12.600000,13.650000,12.150000,12.900000,12.900000,1726188
2020-10-13,13.000000,13.100000,12.600000,12.650000,12.650000,388108
2020-10-14,12.400000,12.800000,12.100000,12.300000,12.300000,751606
2020-10-15,12.500000,12.750000,12.050000,12.250000,12.250000,582915
2020-10-16,12.400000,12.750000,12.200000,12.600000,12.600000,589638
2020-10-19,13.450000,13.850000,13.350000,13.850000,13.850000,942649
2020-10-20,15.200000,15.200000,14.100000,15.200000,15.200000,12715285
2020-10-21,16.700001,16.700001,16.700001,16.700001,16.700001,871509
2020-10-22,17.500000,17.500000,17.500000,17.500000,17.500000,569324
2020-10-23,18.350000,18.350000,16.650000,16.650000,16.650000,11383666
2020-10-26,15.850000,16.250000,15.850000,15.850000,15.850000,1455846
2020-10-27,15.350000,15.650000,15.100000,15.100000,15.100000,750986
2020-10-28,14.500000,14.850000,14.350000,14.450000,14.450000,2828611
2020-10-29,14.000000,15.150000,14.000000,15.150000,15.150000,1003816
2020-10-30,15.900000,15.900000,15.400000,15.900000,15.900000,4517022
2020-11-02,16.500000,16.650000,15.800000,16.650000,16.650000,5285820
2020-11-03,16.650000,16.750000,15.850000,15.900000,15.900000,3124969
2020-11-04,15.850000,16.549999,15.500000,15.900000,15.900000,1622051
2020-11-05,15.700000,16.200001,15.600000,15.650000,15.650000,932567
2020-11-06,15.550000,15.600000,15.250000,15.400000,15.400000,869516
2020-11-09,15.550000,15.950000,15.400000,15.600000,15.600000,885331
2020-11-10,15.950000,16.350000,15.400000,16.350000,16.350000,4040737
2020-11-11,17.150000,17.150000,16.549999,17.150000,17.150000,5085659
2020-11-12,17.450001,17.850000,16.450001,17.100000,17.100000,4088268
2020-11-13,17.000000,17.350000,16.549999,16.850000,16.850000,1962258
2020-11-14,null,null,null,null,null,null
2020-11-17,18.450001,18.450001,18.350000,18.450001,18.450001,1178919
2020-11-18,19.350000,19.350000,19.350000,19.350000,19.350000,601664
2020-11-19,20.299999,20.299999,20.299999,20.299999,20.299999,591544
2020-11-20,20.700001,21.299999,20.299999,21.299999,21.299999,3679609
2020-11-23,22.350000,22.350000,22.350000,22.350000,22.350000,385086
2020-11-24,23.450001,23.450001,23.450001,23.450001,23.450001,2634500
2020-11-25,24.600000,24.600000,24.600000,24.600000,24.600000,710036
2020-11-26,25.799999,25.799999,25.799999,25.799999,25.799999,672643
2020-11-27,27.049999,27.049999,27.049999,27.049999,27.049999,483319
2020-12-01,28.400000,28.400000,28.400000,28.400000,28.400000,370655
2020-12-02,29.799999,29.799999,29.799999,29.799999,29.799999,1382747
2020-12-03,31.250000,31.250000,31.250000,31.250000,31.250000,373836
